twid,tweep,twtext,fav,rt,url
583956296896012288,time,Why no one agrees whether cockpit doors are safer locked or open http://t.co/9khOrSFIfR,38,71,http://ti.me/1MJIbQs
583952299040571392,time,See the most surreal Easter celebration http://t.co/sLHwJnh0fZ Photo: Marco Kesseler http://t.co/1VtRNbDETZ,74,63,http://ti.me/1xHjYU8
583948455594319873,time,Tom Hardy says he’s attached to three more ‘Mad Max’ films http://t.co/VFOaWFJsFm,61,72,http://ti.me/1HqDtk4
583944388574842880,time,10 new tricks to improve your memory http://t.co/mYiJCRoBC6,164,120,http://ti.me/1EPnf6w
583940271018217472,time,Catch up with the top news of the day by subscribing to The Brief http://t.co/FssafciTUd,10,10,http://ti.me/1HhV65z
583937876477534208,time,This is the biggest question facing tech right now http://t.co/1UdMKoTHRQ,24,27,http://ti.me/1F8lU5v
583933871277875201,time,19 real-life ads from the ‘Mad Men’ era http://t.co/0LPMQyN2IN Photo: LIFE Magazine http://t.co/hCpr17bshZ,131,120,http://ti.me/1FoUFGx
583929798273163264,time,"Quarter of global forest losses caused by fires in Russia, Canada, study shows http://t.co/YA8tO486a4",22,42,http://ti.me/1EPbOvv
583925794130546688,time,Fishermen rush to be rescued amid Indonesian slavery probe http://t.co/lsTuTKC17n,19,37,http://ti.me/1F8giZ0
583921677345673216,time,American Sniper Chris Kyle’s father speaks out on son’s murder and legacy http://t.co/rJrieGn3lO,41,33,http://ti.me/1FoMj1v
583917626340089856,time,‘Groundhog Day’ Broadway musical to premiere in 2017 http://t.co/isvCELlpum,29,22,http://ti.me/1xH96pl
583913589368614912,time,This amazing NASA video shows every rainstorm on Earth for 10 days http://t.co/vabMTCLLTY,86,110,http://ti.me/1bTmTiM
583909579307749377,time,5 types of friends you need to avoid http://t.co/svZ5CilEz7,88,105,http://ti.me/1HqrW4c
583905550691336193,time,Here’s a new trick to help babies learn faster http://t.co/zG4bPK1X6c,60,39,http://ti.me/1FoMlGV
583901587195764736,time,China’s former security chief Zhou Yongkang is indicted on corruption charges http://t.co/dtLm5X3LSj,22,28,http://ti.me/1xGPamk
583897602053251072,time,Australian school under investigation for putting child with autism in a “cage” http://t.co/uA6sw8pBCi,38,94,http://ti.me/1FowWGo
583893443841261568,time,‘Hunger Games’ theme park coming in 2016 http://t.co/dUGZNuP9Bt,108,148,http://ti.me/1FowRmc
583889332198629376,time,Man rescued after spending 66 days adrift in the Atlantic Ocean http://t.co/Hl3T8DF1ut,95,113,http://ti.me/1F85yKn
583885185667702785,time,Will Ferrell and Kristen Wiig scrap secret project after plans leak online http://t.co/rxQMud9JTJ,27,26,http://ti.me/1P4d694
583881337326723072,time,"Valet wrecks $450,000 Ferrari after mistaking accelerator for brake http://t.co/FU2ljKMXbx (Claudio Peri—EPA) http://t.co/gWSWFH7lYc",189,427,http://ti.me/1Hq1bNt
583877494228516865,time,An enormous sandstorm is making life hellish in Dubai http://t.co/Ih4REB6hR6,58,84,http://ti.me/1MJ7L8c
583873677839753216,time,Mayweather-Pacquiao pay-per-view fight to cost $89.95 http://t.co/H7cWMGR2QP,56,125,http://ti.me/1EOKtJO
583869636137066496,time,New Kansas law will allow concealed carry without gun permit or training http://t.co/DGOqy88Ods,45,71,http://ti.me/1F7V65u
583865569658724352,time,Judge orders California to pay for inmate’s sex change http://t.co/JGU4ynwJzQ,45,59,http://ti.me/1CYGlos
583861341938704384,time,‘House of Cards’ Season 4 set for 2016 http://t.co/WDUzhcLmqJ,200,227,http://ti.me/1F7UWLx
583857122317852672,time,Pillsbury Doughboy inventor Rudolph R. Perz dies at 89 http://t.co/vhC86vzjne Photo: Eric Thayer—Reuters http://t.co/h0lkz7puyq,124,206,http://ti.me/1CYGeJA
583853015205023744,time,Heinz wins legal battle over Dip &amp; Squeeze ketchup packets http://t.co/L3r6jFnm6d,48,33,http://ti.me/1HpAs3z
583848941021700096,time,Saudi air war over Yemen leaves U.S. on sidelines http://t.co/BMeDCiN13D,33,48,http://ti.me/1F7f00s
583845163484733440,time,The 'Poltergeist' trailer will make you scared of your TV http://t.co/mB1YIZAb22,50,53,http://ti.me/1HnZCiV
583841414372556800,time,David Bowie wrote a play that will debut in New York http://t.co/UocIt8evgF,98,103,http://ti.me/1FnkSoR
583837620188401665,time,Carmelo Anthony is afraid of getting injured on Knicks bench http://t.co/aDJ9BGEi5P,27,34,http://ti.me/1ItSgdO
583833850125619201,time,Ryan Reynolds says Deadpool will ‘of course’ be rated R http://t.co/T0kd0xBe6F,59,50,http://ti.me/1xFu8og
583830047108308993,time,"Dads feel just as guilty as moms about the amount of time they spend with their kids, study says http://t.co/EiInX0CjCG",77,81,http://ti.me/1ItS6mY
583826325149978625,time,Watch 3 women lip sync their way through musical history http://t.co/hbozJPL3ie,81,56,http://ti.me/1CXq3w7
583822533570523136,time,Arkansas revises religious objections bill after criticism http://t.co/gTWpWrrPOI,27,38,http://ti.me/1P3y5c4
583818768251547648,time,Duke student admits to hanging noose in tree on campus http://t.co/EJNrwbxsCt,31,71,http://ti.me/19OpWHL
583817650180063232,time,Watch a 'Price Is Right' model accidentally help a contestant win a car http://t.co/0XloPVFFMa,86,78,http://ti.me/1Iuma1A
583812998088777729,time,Why religious-freedom bills could be great for gay rights http://t.co/ft6VhpU1OC,41,57,http://ti.me/1Hp6NYd
583811274682818560,time,Subscribe to The Brief and get the day's top news delivered to your inbox http://t.co/pAwqSdiKlF,9,13,http://ti.me/19zKrrK
583807410197942273,time,The surprising upside to America’s worsening traffic jams http://t.co/FoDzuMFMJl,16,24,http://ti.me/1xFtFSW
583803673622540288,time,Connecticut teen ordered to stay in hospital for forced chemotherapy http://t.co/NVIfpvvMbv,24,51,http://ti.me/19Opolm
583799872547115008,time,"University of Maryland won’t expel student who sent racist, sexist email http://t.co/2ls487Rxq1",38,59,http://ti.me/1MHp5KY
583796118317887489,time,John Legend will sing at your next dog wedding http://t.co/nVKShExGno,38,34,http://ti.me/1EMVhrT
583792315959005184,time,Vanilla Ice accepts plea deal in Florida home burglary case http://t.co/YGzekBUXhb,32,53,http://ti.me/1G7MLEq
583788609641308160,time,Subscribe to TIME's weekly parenting newsletter for the most important news and tips for your family http://t.co/bnF565r6Ww,11,14,http://ti.me/1G4epSJ
583784740639105024,time,California’s water crisis by the numbers http://t.co/CPxePAIfDd,65,62,http://ti.me/1CXmPc8
583781012146106369,time,"Former Israeli leader Ehud Barak: Iran has ""escaped a noose"" http://t.co/ikMrqRUkUY",28,40,http://ti.me/1CXVLcK
583777218926669824,time,2 women arrested in New York for ISIS-inspired terror plot http://t.co/6VSRkzVQuB,28,70,http://ti.me/1P3wUJv
583773471911628800,time,Why no one agrees whether cockpit doors are safer locked or open http://t.co/4ZsTbvfXNc,33,45,http://ti.me/1F7d5ZK
583769674376151040,time,5 keys to a final nuclear deal with Iran http://t.co/vOaVnGswF1,36,45,http://ti.me/1G7LD3u
583765937830158337,time,This is how Ford is taking on Uber and Lyft http://t.co/i0Ml8M8436,25,30,http://ti.me/1EMfZYX
583763359675379712,time,Indiana Gov. Mike Pence signs clarification for controversial religious freedom law http://t.co/Ybhetkkf3P,19,39,http://ti.me/1EN9WDH
583762128483569664,time,"See photos of the stars of TGIF, then and now http://t.co/8V3hJbsVYJ Photo: @GettyImages http://t.co/cd22I3DLIU",112,76,http://ti.me/1F7cUh2
583759537917800448,time,This is why women are dominating the TIME 100 poll http://t.co/iGPpFzyveV,87,80,http://ti.me/1F7kCYp
583758375525212160,time,7 things every kid with autism wishes you knew http://t.co/kziKjVwJy8,137,204,http://ti.me/1ItOkdl
583755913758113793,TIMEPolitics,Do you think @ScottWalker should be on the #TIME100? Vote now http://t.co/ZuQdzV8tZC,10,8,http://ti.me/1C6ByRp
583754578279194624,time,New York Boy Scout group hires nation’s first gay Eagle Scout http://t.co/T99jpxOUCS,64,53,http://ti.me/1MH0LJ2
583754209369182208,TIMECulture,Should Jon Stewart be on the #TIME100? Vote now http://t.co/QXKPcA5NuF,41,27,http://ti.me/1LBetfX
583750829229875200,time,Half of us have quit our job because of a bad boss http://t.co/9kLm8koI23,119,126,http://ti.me/1G7zED1
583748477194280961,jacklinshi,Are cockpit doors safer when locked or open? http://t.co/1NkN2vJoOa,25,39,http://ti.me/1MHjm7W
583747048404574209,time,Vote now: Who should be on the 2015 #TIME100? http://t.co/t5zu58ejax http://t.co/Pxfd4niKYV,59,62,http://ti.me/1HnwkRs
583743253075337219,time,Review: Mad Men's time machine warms up for its last trip http://t.co/W4oVkBKblc,26,21,http://ti.me/19NCpeV
583742097460703232,time,Netflix is eyeing a 'Full House' revival http://t.co/FJnQlgcUiI,125,118,http://ti.me/1G7KgSu
583739452259991553,time,Scotch exports just fell for the first time in a decade http://t.co/uOMjxPl0CO,15,29,http://ti.me/1F6VmBQ
583738592050155521,davejohndc,"See all Religious Freedom Restoration Acts by state, with @katysteinmetz http://t.co/9lEOkvn6k8 http://t.co/LasVubwUiz",26,32,http://time.com/3766173/religious-freedom-laws-map-timeline/
583735738157682689,time,"Indiana’s ‘no gay weddings’ pizzeria receives over $125,000 in donations http://t.co/8EdlJV1pJr",36,35,http://ti.me/1CWuvLJ
583734222998888448,ianbremmer,The deeper reasons behind the US-Israel divide. My latest at @TIME: http://t.co/KZshnsD6WO,60,48,http://ti.me/19MnBgd
583731929708679169,time,3 maps that explain why California is restricting water http://t.co/4VwV2rjViW,37,48,http://ti.me/1P3ebhm
583728169712230403,time,Vin Diesel pays tribute to Paul Walker at 'Furious 7' premiere http://t.co/0jHBmgQyvf,61,67,http://ti.me/1HnjLWf
583725985079685120,TIMEvideo,Smoothies: should you be drinking them? Here's why 3 out of 5 health experts say yes http://t.co/dODowodzpy http://t.co/xmFWsipwPn,76,57,http://ti.me/1NDMB6S
583724391332245504,time,20 ways to supercharge your ability to learn http://t.co/vlpKl5an13,139,92,http://ti.me/1ELZnk2
583722774348177408,TIMECulture,Should “Serial”’s Sarah Koenig be on the #TIME100? Vote now http://t.co/nfH3Ogbhba,20,10,http://ti.me/1BF4P0M
583720661106958336,time,"""The writing’s on the wall for Christians"" http://t.co/2wSTCeLrEL",34,29,http://ti.me/1It5lUQ
583718809858482176,TIMECulture,"She made waves with #RebelHeart, but should @madonna be on the #TIME100? Vote now http://t.co/RXahhtvgsw",42,38,http://ti.me/1FMFBEe
583716841094250498,time,The hip new foodie trend could be eating garbage http://t.co/UUORH1GrHt,19,35,http://ti.me/19NbVdl
583714233335971840,TIMEPolitics,Should @CarlyFiorina be on the #TIME100? Vote now http://t.co/hfNH9U8FqE,5,8,http://ti.me/1MRmkTZ
583713041516208128,time,".@ianbremmer: ""The U.S. and Israel are divided—and that won’t change"" http://t.co/2UuIKYdD4H",26,41,http://ti.me/1F6NBf8
583710533012082689,time,Christians hunted down as al-Shabaab kill 147 in Kenya http://t.co/G3T50mcswy,39,180,http://ti.me/1EMcguB
583709277476540418,time,The only thing better than a chocolate bunny is this life-size chocolate Benedict Cumberbatch http://t.co/tvRBvLoria,57,54,http://ti.me/1G7tP8Q
583705505371136001,time,Here’s another great reason to buy a Wii U http://t.co/DOcUASF748,20,21,http://ti.me/1MGLV5u
583701489849335808,time,5 types of friends you need to avoid http://t.co/Pacd4DWotn,52,62,http://ti.me/1HnhF8T
583700099408113664,Techland,Should @femfreq be on the #TIME100? Vote now http://t.co/BLdlR4exEb,8,6,http://ti.me/1GAfUEW
583698560090267648,time,Watch live: President Obama speaks about tentative Iran nuclear deal http://t.co/f5hotCBXO8,11,29,http://ti.me/1CWg8XG
